"Dim.1";"Dim.2";"Dim.3";"Dim.4";"Dim.5"
"1";0,0798540125249705;0,481447987748212;0,00321385014986814;1,61608064393539;0,497697718562544
"2";0,194121871641486;0,788175154443087;0,48741224990756;0,714902439027896;0,560740336577879
"3";0,0322452677679914;1,67835078446076;2,49017062299037;0,699229090786082;0,0474690702965649
"4";2,45058424283174;1,28105846350493;2,8146966310078;0,152758152123909;0,000723998595130143
"5";1,51552724050453;2,82783517071005;5,84791820334544;2,55405019907713;1,90379372196612
"6";9,09427587107499;2,86151444027002;0,0540887127538041;0,0296815722721297;1,51148487253133
"7";0,741304527227804;0,370050717820103;0,0808040394570687;0,308320584344757;2,04252067139602
"8";0,0370254929750036;2,23100306348905;0,000806067866459428;0,0421432416985266;0,268131949775491
"9";0,00913607653107727;0,319526867793052;2,77164249202137;0,180150634145373;0,0091910554890345
"10";1,32249622224736e-05;1,34392266157105;0,35287388991805;0,089030914810168;0,66719372688492
"11";6,76916323987155;0,200514878794201;0,045320447647684;0,31219992621425;3,19411467941778
"12";0,0915634750261797;2,53759473027824;6,75107438998945;1,93796164027072;2,34080686607084
"13";0,267634212157396;0,12919063785979;1,15394330596694;0,0842934562514297;0,142331346541146
"14";0,116381141437172;0,0797661046184442;0,143346619816839;1,32000638665681;0,205129886687967
"15";0,000561758043297109;0,00290932751383947;0,74888244078952;0,112220161614906;0,297075285998053
"16";0,0955963687259003;0,0784405739464033;9,39049956748872;0,0502994173905364;0,767153865067608
"17";0,00576926959243445;0,198525737982649;0,236012999923071;1,24679667311653;0,0104087456357422
"18";1,80535950247852;0,0164487103486163;1,42259413297882;0,902239568152119;12,0956640289714
"19";5,68042067866181e-07;0,376751219918251;0,602248729312761;4,92442706339303;0,00285633818232024
"20";0,352653715255274;0,769354460544007;0,104196603067702;6,86384083440105;4,38458389143063
"21";0,234331940086734;0,0811241379267653;6,05086361201637;0,0848175986205767;0,466124263909024
"22";0,272297484886895;1,8470766798078;0,0946421295448631;0,703093383078392;0,634738800081909
"23";3,75071714957927;0,115693618457874;1,06904184334808;1,0925484745331;1,74946284581196
"24";0,765895645137597;1,13860160073698;0,8286267297097;0,134285595949204;1,01008086188982
"25";1,84177790998422;0,985527615494299;5,65747837832758;5,51291681365339e-05;0,00286713791990193
"26";0,0329877930352182;0,0536083407815852;0,0243992313168336;0,00242649472893082;0,112838418613874
"27";0,0156886146934408;0,117433351380405;1,83679770182208;0,47474367648271;1,4715010182129
"28";0,0212003385056991;2,08258277732239;0,296929388907085;0,125463367314318;0,0982676505050315
"29";15,7683869553896;31,6687595398449;1,13862636428433;0,121394221804819;2,90071304586715
"30";0,335100853462762;0,662499853014947;3,39658257680444;1,167823394218;0,607517952927627
"31";7,89932616421493;1,70015510625595;0,750986351563835;0,00156455596142711;1,64517428310109
"32";0,0757800793311065;0,345043430607904;2,41227622189105;20,9712932684188;1,3030887266617
"33";1,05575148008251;0,656501244973351;0,75666325738252;2,40589845716052;0,82441861174582
"34";1,80162262146828;1,79624473914884;1,41047621525051;3,0846469433159;1,54721801229877
"35";3,56524596896096;0,463077433323183;0,226123988307673;0,500880264557279;0,755714270829708
"36";0,154900783167643;1,32279773030887;0,00220787126260074;0,72475673513193;0,0153597011084981
"37";8,00375618828627;2,13948317950394;0,236512886909501;1,3071800106987;2,33722217061326
"38";0,0937487354038772;0,372394692025181;2,42874663270711;2,10528332873281;5,75276922721999
"39";0,0838300417868687;0,72533391126046;3,2481278982205;0,510245321828129;3,60917152613794
"40";3,45895546542687e-05;0,376510445917092;4,44133942372016;1,47776150514863;0,00051710673091391
"41";2,7090671900151;0,726373256902646;0,034343440488429;5,45325400998613;2,88972479036678
"42";0,0350167064846354;2,06606660077958;1,37153107208444;1,3219772079198;0,718635278920176
"43";0,042709218213232;0,64754337939759;4,16685067471385;3,30581725846515;0,366146903105185
"44";1,43658665734968;0,901037148925209;0,328593823065948;0,0785791214655574;0,98824462158991
"45";0,906858569244825;2,02046868968212;0,0833471944515415;0,260463448182847;0,0263874846884341
"46";0,47391881745557;0,0453806222658412;0,750930438254578;0,262741854173363;0,202009725744582
"47";4,73639440469888;1,64744038625095;3,55323308116184;0,0161240511153364;1,19902742133963
"48";9,55306942795526;7,09400796263259;0,0706729021369415;1,22468583081584;8,10401638360409
"49";5,44674325715566;1,21455809100802e-05;5,01945104520435;1,23343986164602;4,34731295737913
"50";3,363429329293;0,681051643901376;0,708388992601243;2,0870566674653;1,20339014316358
"51";0,078945328252269;2,59196048767228;1,33031953037852e-05;0,300750694379112;0,138300808799443
"52";0,170475697751945;1,18382639417656;0,050856427437657;0,0369323090186222;0,167126129987573
"53";0,0137091876915199;0,599226798985383;0,0984949189220697;0,0760922982266914;0,260903399242158
"54";0,00381088659605361;3,81094080663605;0,031693443086491;0,414442074082794;2,06436879613275
"55";0,214778514020704;3,60121190853186;1,97010488590627;2,08895687563704;12,9494955914718
"56";0,25745606061017;0,0629559544446659;5,53530299804629;0,446614050672742;2,37268355769978
"57";0,150436668468608;0,0350223036469465;0,132685220313659;1,49375969929129;0,344803721583988
"58";0,200473612605441;3,37121229169624;0,323765960190569;1,1665780472107;0,020352069326546
"59";0,518702423097435;0,881862935079197;3,34401892860568;15,8081332490502;2,01490008518914
"60";0,256265627349863;0,809567161104562;0,616526550436835;1,78680706466055;1,82833244239983
